Num,Timestamp,C0,T0,C1,T1,C2,T2,C3,T3,C4,T4,C5,T5,S0,S1,S2,S3,S4,S5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
789,2022-10-26T08:30:34.706Z,0.0102346269413828mA,30.5625°,-1.86609363555908mA,32.4375°,-1.61544132232666mA,32.75°,-0.446697354316711mA,35.875°,0.0456572733819484mA,36.8125°,0.0177657529711723mA,35.9375°,0.0m/s,-1.19316046038875e-05m/s,-0.000161926203873008m/s,2.45785469363801e-18m/s,-1.12375039829082e-10m/s,0.0m/s,0.0845122933387756mA,30,0,FALSE
790,2022-10-26T08:30:35.712Z,0.254675269126892mA,30.5°,-1.38076376914978mA,32.4375°,-0.631394505500793mA,32.75°,-1.04788613319396mA,35.875°,-0.227882772684097mA,36.8125°,0.24371063709259mA,35.9375°,0.341860294342041m/s,-0.0820366144180297m/s,0.0851438716053962m/s,-0.999091744422912m/s,0.0433002710342407m/s,0.65217638015747m/s,0.0800134539604187mA,30,0,FALSE
791,2022-10-26T08:30:36.722Z,-0.0833694785833358mA,30.5°,-1.58332180976867mA,32.4375°,-0.748793244361877mA,32.75°,-0.644758939743042mA,35.875°,-0.13710680603981mA,36.8125°,-0.00335308909416198mA,35.9375°,0.000142600780236534m/s,0.0m/s,0.0m/s,0.0m/s,-2.98007209941504e-27m/s,0.000130963016999885m/s,0.0806930661201477mA,30,0,FALSE
792,2022-10-26T08:30:37.725Z,-0.0786063522100448mA,30.5°,-1.67789208889007mA,32.4375°,-0.757623195648193mA,32.75°,-0.660338640213012mA,35.875°,-0.118443697690963mA,36.8125°,-0.0155706256628036mA,35.9375°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.173032999038696mA,30,0,FALSE
793,2022-10-26T08:30:38.730Z,0.616395413875579mA,30.5°,-4.26761817932128mA,32.5°,-3.10114002227783mA,32.75°,-1.01668965816497mA,35.875°,-0.873077392578125mA,36.8125°,-0.124306246638298mA,35.9375°,-0.311373114585876m/s,0.0070401388220489m/s,-0.0843161195516586m/s,0.95112657546997m/s,-0.032932873815298m/s,-0.71274048089981m/s,0.0870583653450012mA,30,0,FALSE
794,2022-10-26T08:30:40.737Z,-0.127961665391922mA,30.5°,-3.33644390106201mA,32.4375°,-0.159662783145904mA,32.8125°,0.51564085483551mA,35.875°,1.2960398197174mA,36.8125°,-0.103367358446121mA,35.9375°,-0.00318809039890766m/s,0.0501686595380306m/s,2.57520914077758m/s,-0.519950628280639m/s,-3.88452246868e-32m/s,0.650074124336242m/s,0.0941033363342285mA,30,0,FALSE
8,2022-10-26T08:17:28.903Z,0.0756569951772689mA,27.875°,-1.83646476268768mA,29.375°,-0.961322426795959mA,29.4375°,-0.512540757656097mA,32.1875°,-0.0218445193022489mA,32.3125°,0.0392284430563449mA,32.0625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0870583653450012mA,1,0,FALSE
9,2022-10-26T08:17:29.905Z,-0.186848357319831mA,27.875°,-2.56373834609985mA,29.375°,-1.41893362998962mA,29.4375°,-0.262015104293823mA,32.1875°,0.0999419391155242mA,32.3125°,-0.173527032136917mA,32.0625°,-0.166003569960594m/s,0.00240865373052656m/s,-0.0154825886711478m/s,0.350063204765319m/s,-0.00998554099351167m/s,-0.192710176110267m/s,0.0857853293418884mA,1,0,FALSE
10,2022-10-26T08:17:30.909Z,-0.158912256360054mA,27.875°,-1.75077736377716mA,29.375°,-1.97940039634704mA,29.4375°,-0.184549927711486mA,32.1875°,0.0791570618748664mA,32.3125°,-0.209540769457817mA,32.0625°,0.0983230397105217m/s,0.0049957507289946m/s,-0.016995683312416m/s,0.496241122484207m/s,-0.0173527542501688m/s,-0.588686048984527m/s,0.0850195884704589mA,1,0,FALSE
11,2022-10-26T08:17:31.909Z,1.01408648490905mA,27.875°,-1.87529575824737mA,29.375°,-0.549352586269378mA,29.4375°,-0.782304286956787mA,32.1875°,-0.15929028391838mA,32.3125°,-0.0953236371278762mA,32.125°,0.00255903229117393m/s,-0.00655909907072782m/s,2.59407114982605m/s,-0.579771041870117m/s,0.0m/s,0.642610073089599m/s,0.0788266062736511mA,1,0,FALSE
12,2022-10-26T08:17:32.924Z,-0.401867747306823mA,27.875°,-3.17460227012634mA,29.375°,-1.05097723007202mA,29.5°,-0.39667928218841497mA,32.1875°,-0.114071279764175mA,32.3125°,0.209455430507659mA,32.0625°,-0.238060280680656m/s,-0.0301450155675411m/s,-0.0327993892133235m/s,0.232323542237281m/s,0.0641457885503768m/s,0.0149858091026544m/s,0.093337595462799mA,1,0,FALSE
13,2022-10-26T08:17:33.929Z,-0.888249158859252mA,27.875°,-1.72417414188385mA,29.375°,-1.74169266223907mA,29.5°,-0.0989516675472259mA,32.1875°,0.279280871152877mA,32.375°,0.0436390526592731mA,32.0625°,0.102189674973487m/s,0.145653635263443m/s,-2.5245521068573m/s,0.393293470144271m/s,0.0m/s,-0.488444119691848m/s,0.0826457738876342mA,1,0,FALSE
14,2022-10-26T08:17:34.936Z,-0.0488976836204528mA,27.875°,-2.02362823486328mA,29.4375°,-1.57418835163116mA,29.4375°,-0.459635257720947mA,32.25°,0.0923697128891944mA,32.375°,0.0314100719988346mA,32.125°,0.0m/s,0.0m/s,-0.000265061215031892m/s,5.33277726747646e-21m/s,-4.22552103716286e-32m/s,0.0m/s,0.0831531286239624mA,1,0,FALSE
15,2022-10-26T08:17:35.950Z,0.298313319683074mA,27.875°,-1.75552642345428mA,29.375°,-0.730017900466919mA,29.5°,-0.83985149860382mA,32.25°,-0.14594092965126mA,32.375°,0.184525415301322mA,32.125°,0.18175683915615m/s,-0.0368991009891033m/s,0.031121889129281m/s,-0.401681661605834m/s,0.0160146169364452m/s,0.208911523222923m/s,0.0869722962379455mA,1,0,FALSE
16,2022-10-26T08:17:36.954Z,-0.0902507901191711mA,27.875°,-1.67521357536315mA,29.375°,-0.7911878824234mA,29.5°,-0.696012139320373mA,32.1875°,-0.124836757779121mA,32.375°,-0.0206533409655094mA,32.125°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,5.77902610530145e-05m/s,0.087651789188385mA,1,0,FALSE
17,2022-10-26T08:17:37.954Z,-0.0569290667772293mA,27.875°,-1.60693621635437mA,29.4375°,-0.767417550086975mA,29.4375°,-0.652659654617309mA,32.25°,-0.17290636897087mA,32.4375°,0.0252373553812503mA,32.125°,0.0m/s,0.0017609876813367m/s,0.0m/s,-0.00152060843538492m/s,0.0m/s,0.0m/s,0.172946810722351mA,1,0,FALSE
18,2022-10-26T08:17:38.964Z,-0.0755977928638458mA,27.875°,-4.540940284729mA,29.4375°,-3.57716703414917mA,29.5°,-1.12429690361022mA,32.25°,0.00814955215901136mA,32.375°,-0.140795201063156mA,32.125°,-0.294959306716918m/s,-0.00741931470111012m/s,-0.0612916275858879m/s,0.963651299476623m/s,-0.0352229885756969m/s,-0.707988858222961m/s,0.0864649415016174mA,1,0,FALSE
19,2022-10-26T08:17:39.964Z,0.565559923648834mA,27.875°,-2.89270639419555mA,29.4375°,-0.898230552673339mA,29.5°,-0.578501045703887mA,32.25°,0.877194166183471mA,32.375°,-0.0136818084865808mA,32.125°,0.00101221504155546m/s,0.00712660746648907m/s,2.57779073715209m/s,-0.536637425422668m/s,7.46452060411684e-05m/s,0.665149807929992m/s,0.083918809890747mA,1,0,FALSE
20,2022-10-26T08:17:40.967Z,-0.177748024463653mA,27.9375°,-2.96066641807556mA,29.4375°,-1.93753981590271mA,29.5°,-0.132591009140014mA,32.25°,0.250593960285186mA,32.4375°,0.220356836915016mA,32.125°,-0.0219503846019506m/s,0.0094801876693964m/s,0.00768015068024396m/s,0.0841713771224021m/s,0.0428106226027011m/s,-0.109235197305679m/s,0.083239197731018mA,1,1,FALSE
21,2022-10-26T08:17:41.975Z,-0.161906525492668mA,27.875°,-1.92220163345336mA,29.4375°,-1.39989161491394mA,29.5°,-0.582863390445709mA,32.25°,-0.000423390069045126mA,32.4375°,0.143993318080902mA,32.125°,0.0m/s,0.0m/s,4.62662574136629e-05m/s,0.0m/s,0.0m/s,0.0m/s,0.083918809890747mA,1,1,FALSE
22,2022-10-26T08:17:42.989Z,-0.132234692573547mA,27.875°,-2.05655264854431mA,29.4375°,-1.35330116748809mA,29.5°,-0.586860656738281mA,32.25°,-0.040784765034914mA,32.375°,0.110979378223419mA,32.125°,-1.40129846432481e-45m/s,3.86979372157814e-11m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0966494679450988mA,1,1,FALSE
23,2022-10-26T08:17:43.990Z,-0.13334435224533mA,27.875°,-2.10252428054809mA,29.4375°,-1.3349050283432mA,29.5°,-0.570557653903961mA,32.25°,-0.0234022699296474mA,32.375°,0.0756751149892807mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0851057171821594mA,1,1,FALSE
24,2022-10-26T08:17:45.005Z,-0.1329777687788mA,27.9375°,-2.09583115577697mA,29.4375°,-1.33627772331237mA,29.5°,-0.573531746864318mA,32.25°,-0.036635223776102mA,32.4375°,0.0947169810533523mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0908775925636291mA,1,1,FALSE
25,2022-10-26T08:17:46.006Z,-0.148091956973075mA,27.9375°,-2.08482122421264mA,29.4375°,-1.33377957344055mA,29.5°,-0.569730162620544mA,32.25°,-0.0231773518025875mA,32.4375°,0.0621560811996459mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0875657200813293mA,1,0,FALSE
26,2022-10-26T08:17:47.011Z,-0.13397204875946mA,27.9375°,-2.08642959594726mA,29.4375°,-1.34616768360137mA,29.5°,-0.576570391654968mA,32.3125°,-0.0422876328229904mA,32.4375°,0.0635061860084533mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.083918809890747mA,1,0,FALSE
27,2022-10-26T08:17:48.015Z,-0.132555454969406mA,27.9375°,-2.08828687667846mA,29.5°,-1.32986235618591mA,29.5°,-0.579483449459075mA,32.3125°,-0.053200326859951mA,32.4375°,0.0985790565609932mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0826457738876342mA,1,0,FALSE
28,2022-10-26T08:17:49.021Z,-0.13732573390007mA,27.9375°,-2.08002924919128mA,29.4375°,-1.33481466770172mA,29.5°,-0.573686003684997mA,32.3125°,-0.0298852082341909mA,32.5°,0.0753889828920364mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0845122933387756mA,1,0,FALSE
29,2022-10-26T08:17:50.024Z,-0.14347830414772mA,27.9375°,-2.07472729682922mA,29.5°,-1.33399891853332mA,29.5°,-0.562747836112976mA,32.3125°,-0.0162519477307796mA,32.4375°,0.0739454180002212mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,2.83168606074468e-06m/s,0.0m/s,0.0m/s,0.0864649415016174mA,1,0,FALSE
30,2022-10-26T08:17:51.027Z,-0.138683781027793mA,27.9375°,-2.07731986045837mA,29.5°,-1.33248901367187mA,29.5°,-0.524802207946777mA,32.25°,-0.00235558860003948mA,32.4375°,0.0819147452712059mA,32.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0863787531852722mA,1,0,FALSE
31,2022-10-26T08:17:52.031Z,-0.0944297686219215mA,27.9375°,-1.93108677864074mA,29.5°,-1.40364456176757mA,29.5625°,-0.544737815856933mA,32.3125°,0.0811936855316162mA,32.5°,0.0467309728264808mA,32.25°,2.20284118591861e-41m/s,0.00143676018342375m/s,1.14106767648717e-24m/s,0.00133281445596367m/s,-6.48842833470553e-05m/s,-0.00049880554433912m/s,0.0826457738876342mA,1,1,FALSE
32,2022-10-26T08:17:53.036Z,-0.0643498301506042mA,27.9375°,-1.82972979545593mA,29.4375°,-1.46646857261657mA,29.5625°,-0.50596135854721mA,32.3125°,0.0559080988168716mA,32.5°,0.162888258695602mA,32.25°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,1.60058145961884e-21m/s,0.0m/s,0.088331401348114mA,1,1,FALSE
33,2022-10-26T08:17:54.050Z,-0.0837619975209236mA,27.9375°,-1.9551842212677mA,29.5°,-1.45539057254791mA,29.5625°,-0.513757705688476mA,32.3125°,0.0688748359680175mA,32.5°,0.118648722767829mA,32.25°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0915572047233581mA,1,1,FALSE
821,2022-10-26T08:31:07.870Z,-0.350803256034851mA,30.625°,-2.7353811264038mA,32.5625°,-0.625871002674102mA,32.875°,-0.314958572387695mA,36.0°,0.133580014109611mA,36.9375°,0.145523905754089mA,36.0625°,-0.311425924301147m/s,0.000186348173883743m/s,-0.00639869179576635m/s,0.195513918995857m/s,0.0097347991541028m/s,0.124234244227409m/s,0.083325445652008mA,31,0,FALSE
822,2022-10-26T08:31:08.874Z,-0.208270668983459mA,30.5625°,-2.77400779724121mA,32.5625°,-0.938729047775268mA,32.875°,-0.498708963394165mA,36.0°,0.0839624553918838mA,36.9375°,0.106376007199287mA,36.0625°,-0.00161443266551941m/s,0.000112483932753093m/s,-0.00016364551265724m/s,-2.07354642043355e-05m/s,9.66554071055725e-05m/s,0.000203261864953674m/s,0.0788266062736511mA,31,0,FALSE
823,2022-10-26T08:31:09.875Z,-0.107494637370109mA,30.625°,-2.51379251480102mA,32.5°,-0.989869952201843mA,32.875°,-0.422404497861862mA,36.0°,0.0502053052186965mA,37.0°,0.0571977794170379mA,36.0625°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0819661617279052mA,31,0,FALSE
824,2022-10-26T08:31:10.881Z,0.0459855273365974mA,30.5625°,-1.12739205360412mA,32.5625°,-0.962841391563415mA,32.875°,-0.811466693878173mA,36.0°,0.0470391623675823mA,37.0°,-0.0643766447901725mA,36.0625°,0.0897381678223609m/s,0.0m/s,0.00256411381997168m/s,-0.105294324457645m/s,-0.00438552582636475m/s,8.32349190656514e-14m/s,0.0869722962379455mA,32,0,FALSE
825,2022-10-26T08:31:11.884Z,0.166319146752357mA,30.625°,-2.48316597938537mA,32.5625°,-1.30345249176025mA,32.875°,-0.777454614639282mA,36.0°,-0.0244277715682983mA,37.0°,-0.125737279653549mA,36.0625°,-0.000631152011919766m/s,0.0m/s,0.0m/s,-5.63465506892013e-12m/s,0.0m/s,-0.000329173082718625m/s,0.164121568202972mA,32,0,FALSE
826,2022-10-26T08:31:12.891Z,0.559508562088012mA,30.625°,-2.80559301376342mA,32.5625°,-1.91033005714416mA,32.875°,-0.483397603034973mA,36.0°,-1.29779016971588mA,37.0°,0.301330775022506mA,36.0625°,-0.455989360809326m/s,-0.134266123175621m/s,-0.0689185112714767m/s,0.81715589761734m/s,0.165535554289817m/s,-0.337458550930023m/s,0.0813727378845214mA,32,0,FALSE
827,2022-10-26T08:31:13.895Z,0.500189661979675mA,30.625°,-3.13527059555053mA,32.5625°,-1.69827628135681mA,32.875°,-0.879472911357879mA,36.0°,-0.960667967796325mA,36.9375°,0.0741283148527145mA,36.125°,-0.00142795068677514m/s,-0.238910868763923m/s,0.028735876083374m/s,-0.00170126848388463m/s,4.96749379408356e-08m/s,0.0153085347265005m/s,0.0806930661201477mA,32,0,FALSE
828,2022-10-26T08:31:14.901Z,0.5261070728302mA,30.625°,-2.79365921020507mA,32.5625°,-1.71039843559265mA,32.875°,-2.05670809745788mA,36.0°,-0.384793281555175mA,37.0°,0.232394933700561mA,36.0625°,0.120786145329475m/s,-0.140642389655113m/s,0.069131463766098m/s,-0.623957574367523m/s,0.0309091042727231m/s,0.544965922832489m/s,0.0870583653450012mA,32,0,FALSE
829,2022-10-26T08:31:15.904Z,0.283674150705337mA,30.5625°,-1.95318067073822mA,32.5625°,-0.68301248550415mA,32.9375°,-0.319044232368469mA,36.0°,-0.237364411354064mA,37.0°,-0.0471310690045356mA,36.0625°,-0.0014958893880248m/s,-0.00620375340804457m/s,-0.00145462248474359m/s,0.00819270778447389m/s,-0.00132830988150089m/s,0.000343073712429031m/s,0.278610825538635mA,32,0,FALSE
830,2022-10-26T08:31:16.905Z,-0.143554076552391mA,30.625°,-2.27107095718383mA,32.625°,-0.8566335439682mA,32.9375°,-0.511373281478881mA,36.0°,-0.0320981442928314mA,37.0°,0.0389944091439247mA,36.125°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.083239197731018mA,32,0,FALSE
831,2022-10-26T08:31:17.916Z,-0.0938774794340133mA,30.625°,-2.22118043899536mA,32.625°,-0.909261465072631mA,32.9375°,-0.530019223690033mA,36.0°,-0.00276940548792481mA,37.0°,0.0221217777580022mA,36.125°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0807792544364929mA,32,0,FALSE
832,2022-10-26T08:31:18.918Z,-0.0234041959047317mA,30.625°,-2.60658979415893mA,32.625°,-1.3252146244049mA,32.9375°,-0.31390643119812mA,36.0°,0.0999559387564659mA,37.0°,-0.152708709239959mA,36.125°,-0.0821815505623817m/s,0.00312918052077293m/s,-0.00847395230084657m/s,0.138666003942489m/s,-0.00487437983974814m/s,-0.0664946362376213m/s,0.0814588069915771mA,32,0,FALSE
833,2022-10-26T08:31:19.922Z,-0.176613003015518mA,30.625°,-2.73804426193237mA,32.625°,-1.81321835517883mA,32.9375°,-0.217785418033599mA,36.0°,0.125116169452667mA,37.0°,-0.154860317707061mA,36.125°,-0.0332523956894874m/s,0.0014010154409334m/s,-0.0321672745048999m/s,0.650100708007812m/s,-0.0231417436152696m/s,-0.636827588081359m/s,0.083239197731018mA,32,0,FALSE
834,2022-10-26T08:31:20.930Z,5.42390632629394mA,30.625°,-1.96669650077819mA,32.5625°,-0.717392027378082mA,32.9375°,-1.12625694274902mA,36.0°,-1.19499564170837mA,37.0°,-0.0822550803422927mA,36.125°,3.24209013056126e-25m/s,-0.0225525330752134m/s,0.823461413383483m/s,-0.188442796468734m/s,-0.00047861659550108m/s,0.204955220222473m/s,0.0863787531852722mA,32,0,FALSE
835,2022-10-26T08:31:21.943Z,0.199679836630821mA,30.625°,-1.55859613418579mA,32.625°,-0.660721659660339mA,32.9375°,-0.829380273818969mA,36.0625°,-0.320415437221527mA,37.0625°,-0.284762740135192mA,36.125°,0.458540171384811m/s,-0.0163172297179698m/s,-0.00347518804483115m/s,-1.02698838710784m/s,-0.217688828706741m/s,0.432966977357864m/s,0.0959697961807251mA,32,0,FALSE
836,2022-10-26T08:31:22.949Z,-2.19568014144897mA,30.625°,-2.00740385055542mA,32.625°,-1.43190729618072mA,33.0°,0.122413784265518mA,36.0625°,0.944359302520752mA,37.0°,0.0758990794420242mA,36.125°,0.139073282480239m/s,0.0964501798152923m/s,-2.60099172592163m/s,0.380215585231781m/s,0.000111354594992008m/s,-0.506186068058013m/s,0.0928302407264709mA,32,0,FALSE
837,2022-10-26T08:31:23.955Z,0.0863162279129028mA,30.6875°,-1.94180130958557mA,32.5625°,-1.66183316707611mA,32.9375°,-0.390306711196899mA,36.0625°,-0.0148821761831641mA,37.0°,0.0339292809367179mA,36.125°,0.0m/s,-0.000207224176847375m/s,7.90777776273898e-05m/s,0.00155564513988792m/s,0.0m/s,-8.87410787981934e-05m/s,0.0840049386024475mA,32,0,FALSE
838,2022-10-26T08:31:24.959Z,0.288751155138015mA,30.625°,-1.38789939880371mA,32.625°,-0.54067987203598mA,32.9375°,-0.900633811950683mA,36.0625°,-0.25122246146202mA,37.0625°,0.228039309382438mA,36.125°,0.114851847290992m/s,-0.0877059549093246m/s,0.0762418583035469m/s,-1.13369572162628m/s,0.0557512491941452m/s,0.994415879249572m/s,0.0763665437698364mA,32,0,FALSE
839,2022-10-26T08:31:25.973Z,-0.0808699131011962mA,30.625°,-1.64788234233856mA,32.625°,-0.791070818901062mA,32.9375°,-0.673158764839172mA,36.0625°,-0.113763019442558mA,37.0625°,0.061662059277296mA,36.125°,0.0m/s,0.0m/s,0.0m/s,-1.33120153270695e-15m/s,2.75200848281855e-27m/s,0.000255187856964767m/s,0.083239197731018mA,32,0,FALSE
840,2022-10-26T08:31:26.975Z,-0.0862505882978439mA,30.6875°,-1.61490952968597mA,32.625°,-0.752809286117553mA,33.0°,-0.673790216445922mA,36.0625°,-0.0980561599135398mA,37.0°,-0.00485482718795537mA,36.125°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.164035379886627mA,32,0,FALSE
841,2022-10-26T08:31:27.980Z,-0.0327739045023918mA,30.6875°,-4.23914670944213mA,32.625°,-1.64261138439178mA,33.0°,-0.0495560467243194mA,36.0625°,-0.770685255527496mA,37.0625°,-0.0901896953582763mA,36.125°,-0.115566737949848m/s,0.000821534369606524m/s,-0.0149985961616039m/s,0.286515235900878m/s,-0.00913735851645469m/s,-0.101946540176868m/s,0.083325445652008mA,32,0,FALSE
842,2022-10-26T08:31:28.985Z,6.13391399383544mA,30.625°,-3.33494186401367mA,32.625°,-1.61993479728698mA,32.9375°,-1.64017677307128mA,36.0625°,-3.81732940673828mA,37.0625°,0.102042153477668mA,36.125°,-0.000297180726192891m/s,-0.0786634683609008m/s,1.82966899871826m/s,-0.455406337976455m/s,0.000775185239035636m/s,0.45793530344963m/s,0.0800134539604187mA,32,0,FALSE
843,2022-10-26T08:31:29.988Z,0.259417593479156mA,30.6875°,-1.89101934432983mA,32.625°,-0.972216606140136mA,33.0°,-0.303731232881546mA,36.0625°,0.298147141933441mA,37.0625°,-0.212404042482376mA,36.125°,0.066070444881916m/s,-0.0391488969326019m/s,0.0188614781945943m/s,-0.255715578794479m/s,-0.0536009259521961m/s,0.159540593624115m/s,0.0840049386024475mA,32,0,FALSE
844,2022-10-26T08:31:31.004Z,0.705233871936798mA,30.6875°,-0.753173947334289mA,32.625°,-1.11483979225158mA,33.0°,-2.11737823486328mA,36.0625°,-0.132767096161842mA,37.0625°,-0.0412538275122642mA,36.125°,0.0105454614385962m/s,0.00494625652208924m/s,0.00370994233526289m/s,-5.33854063178296e-08m/s,-0.000170131301274523m/s,0.00011161185830133m/s,0.593056440353393mA,32,0,FALSE
845,2022-10-26T08:31:32.004Z,-0.288885921239852mA,30.6875°,-2.7592134475708mA,32.625°,-0.761003315448761mA,33.0°,-0.281825214624404mA,36.0625°,0.119050592184066mA,37.0625°,0.138617917895317mA,36.1875°,-0.203214854001998m/s,4.0700990211917e-05m/s,-0.00930314697325229m/s,0.103143364191055m/s,0.00629100017249584m/s,0.102023757994174m/s,0.0831530690193176mA,32,0,FALSE
846,2022-10-26T08:31:33.006Z,-0.197104126214981mA,30.6875°,-2.62828707695007mA,32.625°,-0.930065393447876mA,33.0°,-0.543031692504882mA,36.0625°,0.0165276769548654mA,37.0625°,0.125911906361579mA,36.1875°,1.80767501897901e-43m/s,3.10321269858725e-21m/s,-0.000337834819220006m/s,-0.000118853728054091m/s,0.000103872029285412m/s,0.000325615343172103m/s,0.082559585571289mA,32,0,FALSE
847,2022-10-26T08:31:34.012Z,-0.191477239131927mA,30.6875°,-2.42236375808715mA,32.6875°,-0.995630145072937mA,32.9375°,-0.428512424230575mA,36.125°,-0.0012400479754433mA,37.0625°,0.111366733908653mA,36.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0877379775047302mA,32,0,FALSE
848,2022-10-26T08:31:35.013Z,-0.150687664747238mA,30.6875°,-2.25325417518615mA,32.625°,-1.04615223407745mA,32.9375°,-0.493646502494812mA,36.125°,0.0125176878646016mA,37.0625°,0.0734908804297447mA,36.1875°,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0m/s,0.0806930661201477mA,33,0,FALSE
849,2022-10-26T08:31:36.017Z,0.170622020959854mA,30.625°,-2.40994596481323mA,32.625°,-1.3227732181549mA,32.9375°,-0.810855150222778mA,36.125°,-0.0269260946661233mA,37.0625°,-0.137952476739883mA,36.1875°,-0.000624600215815007m/s,0.0m/s,7.06551727489568e-05m/s,-0.000116917384730186m/s,-8.7525102081728e-41m/s,-0.000592748925555497m/s,0.162168860435485mA,33,0,FALSE
850,2022-10-26T08:31:37.019Z,-1.03500866889953mA,30.6875°,-4.56238174438476mA,32.625°,-2.5966100692749mA,32.9375°,-0.814167261123657mA,36.125°,0.728520035743713mA,37.125°,0.349056869745254mA,36.1875°,-0.529898703098297m/s,-0.0948938429355621m/s,-0.0700258538126945m/s,0.840317845344543m/s,0.18761359155178m/s,-0.219718560576438m/s,0.0857853293418884mA,33,0,FALSE
